2016-02-20 13:14:50 [27310] [INFO] Starting gunicorn 17.5
2016-02-20 13:14:50 [27310] [INFO] Listening at: http://127.0.0.1:8000 (27310)
2016-02-20 13:14:50 [27310] [INFO] Using worker: sync
2016-02-20 13:14:50 [27315] [INFO] Booting worker with pid: 27315
2016-02-20 13:17:50 [27315] [INFO] Worker exiting (pid: 27315)
2016-02-20 13:17:50 [27310] [INFO] Handling signal: term
2016-02-20 13:17:50 [27310] [INFO] Shutting down: Master
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 14:49:12] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:49:48] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:49:48] "GET /config/work_unit_manager HTTP/1.1" 200 -
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 14:51:04] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:51:04] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:51:05] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:51:05] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:51:53] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:51:54] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:52:01] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:52:01] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:53:08] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:53:08] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:55:35] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:55:35] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:56:36] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:56:36] "GET /config/work_unit_manager HTTP/1.1" 200 -
